code,formation_datetime,formation_lat,formation_lon
AL122023,2023-08-30 00:00:00,14.9,338.7
AL122024,2024-09-29 18:00:00,13.8,327.9
AL131887,1887-10-09 06:00:00,19.1,300.3
AL131901,1901-10-30 12:00:00,19.3,292.7
AL131916,1916-10-06 06:00:00,11.7,300.8
AL131931,1931-11-22 06:00:00,22.0,296.3
AL131932,1932-10-18 00:00:00,25.5,318.0
AL131933,1933-09-10 12:00:00,16.5,272.3
AL131934,1934-11-20 06:00:00,22.7,299.3
AL131936,1936-09-08 06:00:00,13.1,311.5
AL131944,1944-10-12 12:00:00,16.0,279.5
AL131949,1949-10-13 06:00:00,20.8,285.3
AL131950,1950-10-18 00:00:00,25.5,270.5
AL131953,1953-11-23 06:00:00,22.1,304.7
AL131954,1954-09-25 06:00:00,29.2,303.5
AL131955,1955-10-14 18:00:00,12.5,280.7
AL131959,1959-08-28 06:00:00,33.7,305.6
AL131964,1964-07-23 00:00:00,33.8,279.0
AL131966,1966-07-25 12:00:00,28.0,273.0
AL131967,1967-09-05 12:00:00,13.4,303.0
AL131968,1968-09-25 18:00:00,20.0,275.0
AL131969,1969-08-29 00:00:00,12.0,298.0
AL131970,1970-09-12 00:00:00,25.4,282.5
AL131971,1971-09-05 18:00:00,11.4,302.0
AL131972,1972-09-05 00:00:00,23.8,280.6
AL131973,1973-09-24 12:00:00,28.5,282.5
AL131974,1974-09-04 18:00:00,14.7,309.5
AL131975,1975-09-13 06:00:00,17.5,305.9
AL131976,1976-09-05 12:00:00,26.5,275.0
AL131977,1977-10-13 18:00:00,26.9,297.1
AL131978,1978-09-04 00:00:00,12.0,321.0
AL131979,1979-09-01 12:00:00,19.9,338.0
AL131980,1980-09-20 12:00:00,14.6,282.8
AL131981,1981-08-31 12:00:00,29.8,287.3
AL131984,1984-09-16 18:00:00,28.6,294.5
AL131985,1985-11-15 18:00:00,21.1,296.2
AL131987,1987-10-09 06:00:00,15.0,277.4
AL131988,1988-05-31 12:00:00,20.3,275.3
AL131989,1989-10-02 00:00:00,11.9,317.0
AL131990,1990-10-03 12:00:00,15.6,300.7
AL131995,1995-08-28 18:00:00,11.4,332.5
AL131996,1996-11-13 12:00:00,10.5,282.5
AL131998,1998-10-22 00:00:00,11.6,283.9
AL131999,1999-10-12 12:00:00,15.9,278.0
AL132000,2000-09-21 12:00:00,11.5,337.0
AL132001,2001-10-11 06:00:00,27.5,297.0
AL132002,2002-09-21 18:00:00,10.2,315.4
AL132003,2003-09-06 00:00:00,13.8,328.6
AL132004,2004-09-19 18:00:00,13.3,327.6
AL132005,2005-08-28 12:00:00,14.0,314.9
AL132007,2007-09-25 18:00:00,21.8,265.2
AL132008,2008-10-06 00:00:00,18.5,268.3
AL132010,2010-09-13 18:00:00,16.3,281.5
AL132011,2011-09-02 00:00:00,26.6,268.6
AL132012,2012-09-02 00:00:00,28.9,323.3
AL132013,2013-10-21 06:00:00,27.6,304.1
AL132016,2016-09-19 06:00:00,13.2,333.3
AL132017,2017-09-05 12:00:00,22.2,262.8
AL132018,2018-09-22 00:00:00,35.0,315.0
AL132019,2019-09-22 18:00:00,10.9,341.2
AL132020,2020-08-20 00:00:00,14.4,312.7
AL132021,2021-09-08 18:00:00,28.4,273.2
AL132022,2022-10-06 12:00:00,11.4,293.5
AL132023,2023-09-05 12:00:00,12.2,320.4
AL132024,2024-10-01 00:00:00,10.2,335.6
AL141887,1887-10-10 06:00:00,28.2,321.0
AL141916,1916-10-09 06:00:00,18.5,284.4
AL141932,1932-10-30 06:00:00,15.0,304.6
AL141933,1933-09-16 06:00:00,11.3,302.1
AL141936,1936-09-09 12:00:00,19.0,266.0
AL141944,1944-11-01 00:00:00,12.2,278.7
AL141949,1949-10-13 06:00:00,21.8,310.8
AL141950,1950-10-25 12:00:00,24.7,317.8
AL141953,1953-12-07 18:00:00,18.0,307.5
AL141954,1954-10-05 06:00:00,12.0,301.5
AL141959,1959-09-09 00:00:00,32.3,292.5
AL141966,1966-09-27 18:00:00,18.0,331.0
AL141967,1967-09-04 18:00:00,31.0,282.0
AL141968,1968-10-13 12:00:00,14.0,279.5
AL141970,1970-09-22 12:00:00,15.5,339.0
AL141971,1971-09-06 00:00:00,25.5,288.5
AL141972,1972-09-19 12:00:00,37.5,300.5
AL141973,1973-10-08 18:00:00,30.0,294.2
AL141974,1974-09-14 12:00:00,15.3,295.0
AL141975,1975-09-18 06:00:00,17.5,326.5
AL141976,1976-09-13 12:00:00,28.0,278.5
AL141977,1977-10-16 18:00:00,17.3,276.8
AL141978,1978-09-08 12:00:00,23.0,266.0
AL141979,1979-09-04 12:00:00,15.5,339.0
AL141980,1980-10-01 00:00:00,33.6,340.0
AL141981,1981-09-03 12:00:00,16.2,299.7
AL141984,1984-09-23 00:00:00,31.3,301.7
AL141985,1985-12-07 12:00:00,11.2,283.0
AL141987,1987-10-31 18:00:00,16.5,282.5
AL141988,1988-08-13 00:00:00,25.0,285.5
AL141989,1989-10-12 12:00:00,19.4,267.6
AL141990,1990-10-06 06:00:00,36.0,316.0
AL141995,1995-09-09 12:00:00,17.9,318.1
AL141998,1998-11-24 00:00:00,28.3,332.0
AL141999,1999-10-17 18:00:00,9.8,309.2
AL142000,2000-09-25 12:00:00,11.2,330.4
AL142001,2001-10-27 12:00:00,27.2,325.1
AL142002,2002-10-14 12:00:00,16.9,277.4
AL142003,2003-09-08 06:00:00,11.6,338.3
AL142004,2004-10-08 12:00:00,24.0,264.6
AL142005,2005-09-01 12:00:00,18.8,314.5
AL142007,2007-09-28 06:00:00,14.0,334.2
AL142008,2008-10-12 06:00:00,15.5,323.4
AL142010,2010-09-20 00:00:00,15.2,328.0
AL142011,2011-09-06 18:00:00,11.5,324.1
AL142012,2012-09-10 12:00:00,15.5,322.0
AL142013,2013-11-17 00:00:00,23.9,307.6
AL142016,2016-09-28 12:00:00,13.4,300.2
AL142017,2017-09-14 18:00:00,10.4,336.9
AL142018,2018-10-06 18:00:00,17.8,273.4
AL142019,2019-10-08 18:00:00,35.0,285.9
AL142020,2020-08-20 18:00:00,14.1,279.5
AL142021,2021-09-12 12:00:00,21.0,264.8
AL142022,2022-10-11 12:00:00,19.0,265.9
AL142023,2023-09-07 12:00:00,15.5,334.0
AL142024,2024-10-04 18:00:00,21.0,265.4
AL151887,1887-10-15 12:00:00,14.0,312.0
AL151916,1916-11-11 00:00:00,12.3,284.5
AL151932,1932-11-03 06:00:00,13.8,312.2
AL151933,1933-09-24 12:00:00,29.4,325.0
AL151936,1936-09-18 18:00:00,19.0,300.3
AL151949,1949-11-01 12:00:00,26.0,314.5
AL151950,1950-10-27 12:00:00,26.0,334.0
AL151954,1954-11-16 18:00:00,23.7,316.5
AL151966,1966-10-03 12:00:00,13.5,338.0
AL151967,1967-09-19 12:00:00,13.0,341.0
AL151968,1968-11-24 18:00:00,25.0,288.2
AL151969,1969-09-07 12:00:00,18.0,332.5
AL151970,1970-09-30 12:00:00,15.0,305.5
AL151971,1971-09-08 12:00:00,28.5,286.5
AL151972,1972-09-20 12:00:00,13.0,327.0
AL151973,1973-10-10 12:00:00,24.0,289.5
AL151974,1974-09-18 12:00:00,28.0,302.0
AL151975,1975-09-22 18:00:00,10.3,325.2
AL151976,1976-09-20 12:00:00,13.5,332.0
AL151977,1977-10-24 12:00:00,25.5,264.5
AL151978,1978-09-12 00:00:00,29.8,280.0
AL151979,1979-09-15 00:00:00,20.3,273.2
AL151980,1980-10-16 00:00:00,16.2,274.8
AL151981,1981-09-07 00:00:00,14.8,306.0
AL151984,1984-09-25 12:00:00,23.4,287.0
AL151988,1988-08-20 12:00:00,13.0,339.0
AL151989,1989-11-28 12:00:00,17.1,276.0
AL151990,1990-10-09 12:00:00,22.5,280.5
AL151995,1995-09-12 18:00:00,11.7,309.1
AL151999,1999-10-28 18:00:00,11.4,279.1
AL152000,2000-09-28 18:00:00,16.1,277.1
AL152001,2001-10-29 18:00:00,13.3,276.4
AL152003,2003-09-24 12:00:00,28.2,297.6
AL152004,2004-10-10 00:00:00,30.0,294.8
AL152005,2005-09-05 18:00:00,28.4,293.0
AL152007,2007-10-11 12:00:00,29.5,307.4
AL152008,2008-10-13 06:00:00,15.4,291.0
AL152010,2010-09-23 12:00:00,13.7,285.2
AL152011,2011-09-06 18:00:00,20.3,266.1
AL152012,2012-10-02 12:00:00,12.4,322.0
AL152013,2013-12-03 18:00:00,34.3,332.3
AL152016,2016-10-04 06:00:00,23.2,300.2
AL152017,2017-09-16 12:00:00,12.2,310.3
AL152018,2018-10-08 12:00:00,9.3,333.3
AL152019,2019-10-14 12:00:00,12.6,340.7
AL152020,2020-08-30 18:00:00,30.2,279.3
AL152021,2021-09-16 06:00:00,30.4,285.7
AL152022,2022-10-30 18:00:00,15.7,286.7
AL152023,2023-09-15 06:00:00,13.6,317.8
AL152024,2024-10-18 18:00:00,17.2,275.2
AL161887,1887-10-29 12:00:00,26.5,274.0
AL161933,1933-10-01 00:00:00,20.5,289.6
AL161936,1936-10-09 18:00:00,20.3,268.7
AL161949,1949-11-03 06:00:00,18.0,277.5
AL161950,1950-11-10 00:00:00,33.7,301.5
AL161954,1954-12-30 06:00:00,22.1,309.1
AL161966,1966-11-13 18:00:00,30.9,333.3
AL161967,1967-09-25 00:00:00,12.0,333.0
AL161968,1968-09-10 00:00:00,32.0,282.0
AL161969,1969-09-07 00:00:00,26.3,279.6
AL161970,1970-09-26 12:00:00,22.2,284.6
AL161971,1971-09-10 12:00:00,16.0,344.0
AL161972,1972-10-01 12:00:00,29.5,306.5
AL161973,1973-10-16 06:00:00,16.3,278.0
AL161974,1974-09-23 12:00:00,18.0,276.0
AL161975,1975-09-25 12:00:00,19.0,276.0
AL161976,1976-09-22 12:00:00,25.5,269.0
AL161978,1978-09-13 18:00:00,11.0,297.5
AL161979,1979-09-16 12:00:00,15.6,311.5
AL161980,1980-11-07 18:00:00,13.6,277.4
AL161981,1981-09-11 18:00:00,14.0,311.0
AL161984,1984-10-07 06:00:00,24.1,291.1
AL161988,1988-08-20 18:00:00,12.5,299.3
AL161990,1990-10-16 00:00:00,22.2,299.6
AL161995,1995-09-26 18:00:00,10.4,322.3
AL161999,1999-11-13 18:00:00,16.7,278.4
AL162000,2000-10-04 12:00:00,29.0,278.6
AL162001,2001-11-04 00:00:00,33.9,309.6
AL162003,2003-09-25 18:00:00,11.8,322.3
AL162004,2004-11-26 00:00:00,28.0,320.0
AL162005,2005-09-06 06:00:00,25.8,281.4
AL162007,2007-10-24 00:00:00,18.0,299.8
AL162008,2008-10-14 12:00:00,15.5,277.2
AL162010,2010-09-28 00:00:00,19.4,275.9
AL162011,2011-09-20 06:00:00,11.6,323.0
AL162012,2012-10-10 18:00:00,25.5,287.5
AL162016,2016-11-17 18:00:00,12.5,279.3
AL162017,2017-10-03 12:00:00,10.7,279.2
AL162018,2018-10-26 18:00:00,25.4,314.7
AL162019,2019-10-17 12:00:00,22.2,264.3
AL162020,2020-09-01 06:00:00,15.9,284.8
AL162021,2021-09-19 00:00:00,16.4,307.3
AL162022,2022-10-30 18:00:00,34.2,296.0
AL162023,2023-09-21 12:00:00,28.5,284.0
AL162024,2024-10-19 00:00:00,21.0,293.5
AL171887,1887-11-27 12:00:00,22.1,293.0
AL171933,1933-10-01 06:00:00,15.3,278.6
AL171936,1936-12-02 12:00:00,27.0,333.0
AL171966,1966-11-19 18:00:00,23.0,308.0
AL171967,1967-09-26 12:00:00,15.4,338.5
AL171969,1969-09-13 18:00:00,11.2,313.5
AL171971,1971-09-11 00:00:00,27.1,288.0
AL171972,1972-10-05 12:00:00,11.5,342.0
AL171973,1973-11-17 12:00:00,10.0,280.0
AL171974,1974-09-27 12:00:00,10.7,314.9
AL171975,1975-10-03 12:00:00,28.0,327.0
AL171976,1976-09-26 12:00:00,23.0,302.0
AL171978,1978-09-18 12:00:00,13.0,344.0
AL171979,1979-10-12 12:00:00,16.9,272.7
AL171980,1980-11-12 12:00:00,13.0,280.0
AL171981,1981-09-12 00:00:00,11.8,286.2
AL171984,1984-10-25 06:00:00,26.2,288.6
AL171988,1988-09-04 00:00:00,28.0,266.5
AL171995,1995-09-27 18:00:00,19.1,272.7
AL172000,2000-10-15 12:00:00,30.0,288.8
AL172001,2001-11-23 06:00:00,30.5,309.0
AL172003,2003-09-27 18:00:00,18.5,275.3
AL172005,2005-09-17 12:00:00,13.3,305.5
AL172007,2007-12-10 12:00:00,18.3,298.2
AL172008,2008-11-05 18:00:00,13.7,278.3
AL172010,2010-10-06 06:00:00,22.0,292.8
AL172011,2011-09-23 00:00:00,8.3,342.5
AL172012,2012-10-12 18:00:00,14.7,297.3
AL172017,2017-10-06 12:00:00,31.8,320.5
AL172019,2019-10-25 12:00:00,24.7,265.2
AL172020,2020-09-07 00:00:00,16.9,318.7
AL172021,2021-09-19 00:00:00,10.4,332.6
AL172022,2022-11-06 12:00:00,20.6,293.2
AL172023,2023-09-23 06:00:00,15.5,323.4
AL172024,2024-10-31 18:00:00,39.2,319.0
AL181887,1887-12-04 12:00:00,19.2,305.9
AL181933,1933-10-25 06:00:00,13.5,279.9
AL181967,1967-09-26 12:00:00,12.5,313.0
AL181970,1970-10-12 12:00:00,24.5,291.5
AL181971,1971-09-11 18:00:00,11.0,311.5
AL181972,1972-10-16 12:00:00,12.0,331.0
AL181974,1974-10-04 00:00:00,21.0,284.8
AL181975,1975-10-14 12:00:00,21.0,268.0
AL181976,1976-09-26 12:00:00,12.0,325.0
AL181978,1978-09-21 12:00:00,20.0,269.0
AL181979,1979-10-23 12:00:00,29.0,294.0
AL181980,1980-11-25 00:00:00,36.0,314.0
AL181981,1981-09-21 12:00:00,13.5,327.5
AL181984,1984-11-05 18:00:00,14.7,291.2
AL181988,1988-09-27 18:00:00,11.5,339.4
AL181995,1995-10-04 18:00:00,8.3,328.6
AL182000,2000-10-19 12:00:00,26.2,300.1
AL182003,2003-10-10 18:00:00,19.1,291.2
AL182005,2005-09-18 00:00:00,21.3,290.1
AL182010,2010-10-11 00:00:00,13.9,278.2
AL182011,2011-10-22 00:00:00,12.7,279.0
AL182012,2012-10-21 18:00:00,14.3,282.6
AL182017,2017-10-27 18:00:00,17.5,275.8
AL182019,2019-10-23 18:00:00,40.0,321.7
AL182020,2020-09-06 18:00:00,14.6,341.9
AL182021,2021-09-22 18:00:00,10.0,326.9
AL182023,2023-09-28 06:00:00,15.6,315.5
AL182024,2024-11-03 18:00:00,12.7,283.0
AL191887,1887-12-07 06:00:00,12.5,301.5
AL191933,1933-10-26 00:00:00,27.8,284.8
AL191967,1967-10-01 18:00:00,20.3,267.0
AL191969,1969-09-19 12:00:00,24.0,274.6
AL191970,1970-10-20 12:00:00,34.0,312.0
AL191971,1971-09-21 06:00:00,11.5,321.2
AL191972,1972-11-01 18:00:00,35.0,312.5
AL191974,1974-10-30 12:00:00,23.5,300.5
AL191975,1975-10-24 18:00:00,29.1,280.7
AL191976,1976-10-03 12:00:00,15.0,321.0
AL191978,1978-10-02 12:00:00,31.7,328.5
AL191979,1979-10-24 12:00:00,12.0,283.0
AL191981,1981-09-26 00:00:00,8.0,322.0
AL191984,1984-11-23 12:00:00,26.5,280.5
AL191988,1988-10-19 18:00:00,12.9,287.3
AL191995,1995-10-07 18:00:00,14.0,277.9
AL192000,2000-10-25 00:00:00,21.5,290.5
AL192003,2003-10-13 00:00:00,9.5,323.0
AL192005,2005-09-30 12:00:00,11.8,327.3
AL192010,2010-10-19 18:00:00,17.2,276.6
AL192011,2011-11-06 00:00:00,28.5,290.0
AL192012,2012-10-21 18:00:00,20.1,309.2
AL192017,2017-11-04 12:00:00,25.5,307.7
AL192019,2019-10-27 00:00:00,40.5,308.5
AL192020,2020-09-11 18:00:00,25.4,281.4
AL192021,2021-09-24 06:00:00,31.4,298.0
AL192023,2023-10-10 18:00:00,9.6,329.8
AL192024,2024-11-13 18:00:00,16.1,281.6
AL201933,1933-11-15 12:00:00,11.2,280.1
AL201969,1969-09-20 12:00:00,16.0,313.0
AL201970,1970-09-01 12:00:00,25.7,263.4
AL201971,1971-10-06 12:00:00,17.5,275.5
AL201974,1974-11-10 12:00:00,21.0,291.0
AL201975,1975-10-27 12:00:00,13.0,279.0
AL201976,1976-10-12 12:00:00,20.0,314.0
AL201978,1978-10-07 18:00:00,18.0,304.4
AL201979,1979-11-07 12:00:00,24.5,303.9
AL201981,1981-10-29 12:00:00,25.0,312.5
AL201984,1984-12-12 12:00:00,34.5,299.5
AL201995,1995-10-20 12:00:00,13.8,306.2
AL202003,2003-12-04 12:00:00,12.9,283.8
AL202005,2005-10-01 12:00:00,18.9,274.4
AL202010,2010-10-28 18:00:00,25.6,298.8
AL202011,2011-08-31 12:00:00,37.1,295.7
AL202019,2019-11-19 06:00:00,19.4,301.9
AL202020,2020-09-12 06:00:00,11.0,328.6
AL202021,2021-09-29 00:00:00,7.0,338.0
AL202023,2023-10-18 18:00:00,12.9,309.0
AL211967,1967-10-05 12:00:00,16.5,341.7
AL211969,1969-09-21 12:00:00,34.0,288.0
AL211970,1970-09-19 18:00:00,26.8,304.7
AL211971,1971-10-18 00:00:00,25.0,301.5
AL211975,1975-11-08 12:00:00,16.5,275.0
AL211976,1976-10-22 18:00:00,19.1,304.2
AL211978,1978-10-13 12:00:00,40.5,329.0
AL211981,1981-11-03 00:00:00,16.9,278.8
AL211995,1995-10-27 00:00:00,24.6,300.8
AL212003,2003-12-07 18:00:00,27.5,325.5
AL212005,2005-10-04 00:00:00,33.8,328.2
AL212010,2010-10-29 06:00:00,9.0,306.3
AL212020,2020-09-14 00:00:00,17.5,331.8
AL212021,2021-10-25 18:00:00,32.5,283.7
AL212023,2023-10-23 12:00:00,11.4,277.4
AL221969,1969-09-23 12:00:00,40.5,325.0
AL221970,1970-11-13 00:00:00,13.0,278.0
AL221971,1971-11-12 12:00:00,12.0,281.5
AL221975,1975-11-29 12:00:00,25.0,308.0
AL221978,1978-10-26 12:00:00,8.0,334.0
AL221981,1981-11-12 12:00:00,31.0,286.0
AL222005,2005-10-05 06:00:00,27.3,280.3
AL222020,2020-09-17 06:00:00,21.1,265.1
AL231967,1967-10-14 06:00:00,27.0,288.5
AL231969,1969-09-29 12:00:00,23.5,274.5
AL231970,1970-11-26 00:00:00,35.0,300.0
AL231975,1975-12-09 12:00:00,41.6,317.1
AL231978,1978-10-28 18:00:00,23.5,287.3
AL232005,2005-10-08 06:00:00,26.1,302.6
AL232020,2020-09-17 00:00:00,10.2,335.0
AL241967,1967-10-15 12:00:00,15.5,317.5
AL241969,1969-10-01 12:00:00,19.0,276.3
AL241978,1978-11-03 12:00:00,30.0,285.0
AL242005,2005-10-08 06:00:00,32.9,339.4
AL242020,2020-09-14 12:00:00,47.2,338.0
AL251967,1967-10-19 12:00:00,20.5,306.0
AL251969,1969-10-07 12:00:00,19.8,291.8
AL252005,2005-10-15 18:00:00,17.6,281.5
AL252020,2020-10-02 00:00:00,16.6,276.7
AL261969,1969-10-17 00:00:00,18.0,274.7
AL262005,2005-10-22 12:00:00,15.8,292.5
AL262020,2020-10-04 18:00:00,16.4,283.8
AL271967,1967-06-20 00:00:00,30.0,282.0
AL271969,1969-10-28 12:00:00,30.5,317.5
AL272005,2005-10-26 18:00:00,10.4,279.1
AL272020,2020-10-16 12:00:00,31.5,305.1
AL281967,1967-09-01 12:00:00,14.5,335.0
AL281969,1969-10-28 12:00:00,38.0,291.0
AL282005,2005-11-14 00:00:00,13.2,297.9
AL282020,2020-10-24 12:00:00,18.4,277.4
AL291969,1969-11-20 12:00:00,11.2,280.2
AL292005,2005-11-19 12:00:00,27.0,312.0
AL292020,2020-10-31 18:00:00,14.9,287.6
AL301969,1969-08-07 12:00:00,22.0,264.5
AL302005,2005-11-29 06:00:00,31.5,310.8
AL302020,2020-11-08 12:00:00,28.4,312.5
AL312005,2005-12-30 00:00:00,23.9,324.4
AL312020,2020-11-12 12:00:00,15.5,289.1
